rang,count
58333.333333333336,19
8750.0,1
9583.333333333334,1
6250.0,1
8000.0,3
8450.0,1
62500.0,1
7500.0,217
8333.333333333334,34
100000.0,1
9583.333333333334,63
20000.0,1
8450.0,1
8000.0,2
